Gene	AMLstat	factor1	factor2	alpha	ProbStat	ProbFactor	ProbAlpha	CMATstat	AMLpvalue	Probpvalue	CMATpvalue	NumValidSNPs	NumIndepSNPs	TotalRareAlleles
ROR2	0.516396	-1.04448	0.001	0.2	2.31014	-5	0.693657	1.41758	0.1531	0.0796	0.2019	18	6	11
ACOT6	0.485819	-1.39136	0.001	0.2	2.59145	-5	1	2.59145	0.1535	0.1535	0.1535	3	2	5
TRIML1	0.260535	-1.35095	0.001	0.2	0.939287	-0.907699	1	0.939287	0.1539	0.1507	0.1586	5	1	11
PHF21B	0.6453	1.59137	0.001	0.2	1.01746	5	0.403536	0.181367	0.1547	0.2619	0.6203	15	4	19
ZNF600	0.666565	1.58368	0.001	0.2	1.62537	5	0.563579	0.63271	0.1569	0.2128	0.5024	7	3	10
FER1L6	0.41862	1.24393	0.001	0.2	1.29363	1.0374	1	1.29363	0.1571	0.1256	0.0711	19	2	11
MIPOL1	0.46858	-1.12158	0.001	0.2	2.73418	-5	1	2.73418	0.1575	0.0723	0.0723	12	3	5
PLB1	0.657198	0.903965	0.001	0.2	1.59124	0.898625	1	1.59124	0.1583	0.1699	0.1794	60	9	17
ASB5	0.494886	-1.33282	0.001	0.2	1.74361	-1.76643	1	1.74361	0.1588	0.1588	0.1588	10	2	6
FGF14	0.472236	1.08223	0.001	0.2	1.18144	0.98074	1	1.18144	0.1614	0.3383	0.3396	71	6	12
ZBTB38	0.411072	1.23888	0.001	0.2	0.84528	5	0.522964	-16.0265	0.1674	0.0934	0.9035	10	3	163
SH2D4A	0.543043	1.35449	0.001	0.2	1.40706	1.66108	1	1.40706	0.1677	0.3218	0.3218	17	3	5
AK5	0.757753	1.37652	0.001	0.2	2.6201	2.46113	1	2.6201	0.1683	0.1683	0.1683	47	3	5
CNTN4	1.09109	-1.00092	0.001	0.2	1.92574	-0.479937	1	1.92574	0.1683	0.1866	0.1562	226	16	75
ELP4	0.317323	1.12245	0.001	0.2	1.29771	1.53903	1	1.29771	0.1691	0.3056	0.3056	19	2	6
MSRA	0.522922	-0.971288	0.001	0.2	1.72795	-1.14037	1	1.72795	0.1705	0.1622	0.18	46	7	14
TMEM38B	0.677938	-1.3695	0.001	0.2	3.77089	-5	1	3.77089	0.1706	0.0843	0.0843	9	3	8
SBF2	0.466822	1.22796	0.001	0.2	1.29413	5	0.607072	0.521845	0.1709	0.1918	0.4978	13	4	6
OSTN	0.486941	-1.59452	0.001	0.2	1.54518	-1.2794	1	1.54518	0.1724	0.1805	0.1805	9	2	10
INSL3	0.362878	-1.52327	0.001	0.2	1.24395	-1.18015	1	1.24395	0.1727	0.1727	0.1727	1	1	10
ABCA1	0.589468	-1.14417	0.001	0.2	2.61737	-5	0.70133	2.31676	0.1745	0.1246	0.1252	33	6	10
BMPR1B	0.461438	1.13097	0.001	0.2	1.77749	1.78227	1	1.77749	0.1764	0.1637	0.1637	28	3	6
CACNB2	0.53641	-0.864753	0.001	0.2	2.27338	-1.84907	1	2.27338	0.1768	0.166	0.166	28	8	9
GLIS3	0.75373	1.12206	0.001	0.2	1.34887	4.5091	0.322159	0.694893	0.1775	0.2226	0.3687	61	10	57
LRRC69	0.331703	-1.18065	0.001	0.2	1.14506	-0.48158	1	1.14506	0.1786	0.119	0.124	6	2	46
MAGI2	0.422825	1.01601	0.001	0.2	0.728317	5	0.400762	0.370472	0.1813	0.3344	0.3392	56	8	9
PNPLA4	0.291381	1.40787	0.001	0.2	0.985935	0.530619	1	0.985935	0.1817	0.1709	0.1353	2	1	29
C7	0.612607	1.34138	0.001	0.2	1.62444	5	0.632223	1.49235	0.1819	0.3582	0.3582	25	4	5
LEKR1	0.603904	-0.895811	0.001	0.2	2.6574	-1.93015	1	2.6574	0.1819	0.0939	0.1057	54	8	10
NEK10	0.433175	-0.776507	0.001	0.2	1.90855	-1.1522	1	1.90855	0.1823	0.1008	0.0825	50	9	16
ZNF607	0.745885	-1.54978	0.001	0.2	2.53354	-1.95034	1	2.53354	0.1846	0.1257	0.1011	8	2	9
SLC22A3	0.50949	-0.974605	0.001	0.2	1.77432	-1.71954	1	1.77432	0.185	0.185	0.185	29	6	7
NEIL2	0.391915	1.24143	0.001	0.2	1.36888	1.64353	1	1.36888	0.1851	0.1687	0.1389	14	2	5
PRR16	0.76732	-1.28528	0.001	0.2	2.65021	-1.50826	1	2.65021	0.1861	0.1994	0.1994	29	4	14
PARD3B	0.579244	1.07337	0.001	0.2	0.700518	1.6099	0.500493	0.242545	0.1871	0.4367	0.5325	86	8	16
RTTN	0.246396	1.32305	0.001	0.2	0.938153	1.38221	1	0.938153	0.1876	0.1876	0.1876	3	1	5
PABPC4L	0.248501	-1.32728	0.001	0.2	0.88576	-0.253156	1	0.88576	0.1882	0.1882	0.1882	2	1	121
ZNF578	0.637746	1.29103	0.001	0.2	1.77935	1.47416	1	1.77935	0.1888	0.2794	0.2792	5	3	9
ADAD2	0.319754	-1.45613	0.001	0.2	1.11717	-1.50458	1	1.11717	0.1895	0.1895	0.1229	1	1	5
TAF1C	0.317955	-1.45318	0.001	0.2	1.11282	-1.50247	1	1.11282	0.1902	0.1796	0.1902	9	1	5
RTN4IP1	0.31821	1.45359	0.001	0.2	1.11858	1.50755	1	1.11858	0.1911	0.1911	0.1911	5	1	5
KRT6C	0.649818	1.72855	0.001	0.2	0.519954	1.0919	0.30332	0.382188	0.1911	0.4953	0.5304	3	3	129
DLGAP2	1.03454	1.00221	0.001	0.2	2.10647	0.746997	1	2.10647	0.1912	0.2199	0.195	85	13	32
NCAM2	0.274176	-1.1822	0.001	0.2	0.968279	-1.04775	1	0.968279	0.1913	0.1843	0.1863	17	3	9
KDM4C	1.00431	1.13813	0.001	0.2	1.79336	2.14026	0.543646	0.414587	0.1929	0.2314	0.53	186	9	52
OR2AG2	0.223529	1.27515	0.001	0.2	0.808693	0.608408	1	0.808693	0.1936	0.2369	0.2365	1	1	19
PRKG1	0.789544	-0.848426	0.001	0.2	1.45839	-0.17344	1	1.45839	0.1937	0.1572	0.0917	59	17	414
ERG	0.259453	1.34885	0.001	0.2	0.897868	0.70827	1	0.897868	0.1973	0.1528	0.1944	4	1	15
DIAPH3	0.621926	-0.953353	0.001	0.2	2.76075	-1.98025	1	2.76075	0.1982	0.1241	0.1213	30	6	10
OR51T1	0.301003	-1.42464	0.001	0.2	1.07559	-0.812724	1	1.07559	0.1982	0.1982	0.1982	1	1	16
RPH3AL	0.663166	-1.37092	0.001	0.2	2.47043	-1.51002	1	2.47043	0.1988	0.177	0.1753	69	3	13
ARHGAP10	0.476955	-1.05801	0.001	0.2	1.54629	-5	0.659586	1.52759	0.1989	0.1989	0.1553	23	5	6
GALNT18	0.704479	1.05619	0.001	0.2	1.15094	5	0.394757	0.622599	0.2	0.3317	0.4195	90	10	19
CELA2B	0.448058	1.55643	0.001	0.2	1.47691	0.686656	1	1.47691	0.2009	0.1376	0.1424	3	2	27
GLIPR2	0.334153	1.20366	0.001	0.2	0.94564	1.10838	1	0.94564	0.2043	0.2453	0.2453	7	2	7
FBXL18	0.31429	1.12513	0.001	0.2	1.21091	1.19051	1	1.21091	0.2043	0.157	0.1623	27	2	8
UNC45B	0.304367	1.09638	0.001	0.2	1.01223	1.20579	1	1.01223	0.2049	0.2049	0.2049	10	2	6
"IGSF6,METTL9"	0.216817	-1.26036	0.001	0.2	0.802938	-0.343248	1	0.802938	0.2052	0.1939	0.1998	1	1	60
NTM	0.380397	0.946653	0.001	0.2	0.761935	0.853932	1	0.761935	0.207	0.3773	0.3734	28	7	9
TUSC3	0.784858	-1.21342	0.001	0.2	3.28121	-5	0.746733	3.1869	0.2083	0.1685	0.1674	28	6	12
AUTS2	0.65356	-0.923688	0.001	0.2	1.13302	-5	0.321156	0.794113	0.209	0.2682	0.3071	64	14	72
FOCAD	0.6644	1.03732	0.001	0.2	2.18062	1.52681	1	2.18062	0.2095	0.2624	0.2624	14	6	9
USP39	0.378427	-1.5459	0.001	0.2	1.31071	-1.55713	1	1.31071	0.2103	0.2103	0.2103	2	1	6
LRRFIP1	0.477526	0.957392	0.001	0.2	0.861352	0.837218	1	0.861352	0.2111	0.3579	0.3456	34	9	10
AGMO	0.781217	-1.07031	0.001	0.2	2.73885	-0.6634	1	2.73885	0.2128	0.0998	0.0864	41	9	56
GALC	0.242128	1.31438	0.001	0.2	0.854631	0.322567	1	0.854631	0.2128	0.201	0.1958	5	1	77
MTG2	0.331613	1.00715	0.001	0.2	0.990662	1.41958	1	0.990662	0.2132	0.2132	0.1862	17	3	5
WDPCP	0.546322	0.999	0.001	0.2	0.872932	3.31957	0.36028	0.504803	0.2135	0.354	0.342	55	11	19
FANCM	0.45779	0.991383	0.001	0.2	1.40065	0.930599	1	1.40065	0.2151	0.2788	0.2821	51	4	14
COMMD1	0.496889	1.14397	0.001	0.2	1.46378	0.764105	1	1.46378	0.2162	0.1787	0.1972	5	3	22
BARD1	0.30162	1.57013	0.001	0.2	0.821435	1.13058	1	0.821435	0.2166	0.388	0.3944	43	2	6
HMGCLL1	0.515391	-1.18092	0.001	0.2	1.55893	-1.32894	1	1.55893	0.2173	0.3288	0.325	25	3	9
CHORDC1	0.420729	-1.28797	0.001	0.2	1.40968	-1.59698	1	1.40968	0.2182	0.3721	0.3721	4	2	6
GSTM4	0.249883	1.33005	0.001	0.2	0.869809	1.13615	1	0.869809	0.2195	0.1107	0.2195	2	1	6
NRG1	0.232034	-0.994344	0.001	0.2	0.836245	-0.486067	1	0.836245	0.2208	0.1687	0.2069	10	2	32
OR51B5	1.01358	-1.13086	0.001	0.2	3.54237	-1.19876	1	3.54237	0.2224	0.1599	0.1548	39	7	28
KCNIP4	0.63125	-0.945454	0.001	0.2	1.16467	-5	0.278865	1.99056	0.2247	0.2253	0.0745	80	14	63
ATP2C2	0.226332	-1.28122	0.001	0.2	0.828743	-0.453082	1	0.828743	0.225	0.2194	0.2133	46	1	35
ABCC11	0.518004	1.35223	0.001	0.2	1.01023	1.1945	1	1.01023	0.226	0.4262	0.4262	20	4	6
RABGAP1L	0.78449	1.45878	0.001	0.2	1.60563	0.866449	1	1.60563	0.2271	0.3588	0.3537	23	5	19
CSMD3	0.456108	-0.886244	0.001	0.2	1.99748	-5	0.710936	1.89158	0.2274	0.1179	0.1554	45	7	9
PADI4	0.273617	-1.37571	0.001	0.2	1.05449	-1.40355	1	1.05449	0.2286	0.2286	0.2286	22	1	6
MAP3K7CL	0.421971	1.27789	0.001	0.2	1.45171	1.62111	1	1.45171	0.2295	0.3652	0.3652	4	2	6
PLA2G4C	0.810139	1.51809	0.001	0.2	2.53522	2.01581	1	2.53522	0.2297	0.2297	0.2297	9	3	7
MS4A4A	0.526948	-1.3805	0.001	0.2	2.82909	-5	1	2.82909	0.2326	0.1634	0.1634	5	2	6
RMDN2	0.685529	1.2922	0.001	0.2	2.48733	1.99446	1	2.48733	0.2332	0.2332	0.2332	9	3	7
TLDC1	0.279841	1.0651	0.001	0.2	1.01898	0.660918	1	1.01898	0.2335	0.2411	0.2251	10	2	21
EFCAB13	0.277249	1.17856	0.001	0.2	0.588272	0.786149	1	0.588272	0.2337	0.3881	0.3928	6	2	8
PHACTR3	0.316328	1.86705	0.001	0.2	0.438827	5	0.298954	-17.6864	0.2342	0.2277	0.9785	8	3	153
ITIH5	0.43037	1.27265	0.001	0.2	1.41498	1.38759	1	1.41498	0.2352	0.2352	0.2302	18	2	8
MMP26	0.304984	1.43146	0.001	0.2	1.03652	1.16278	1	1.03652	0.2362	0.2362	0.2362	2	1	7
OR51L1	0.304984	1.43146	0.001	0.2	1.03652	1.16278	1	1.03652	0.2362	0.2362	0.2362	1	1	7
PLGRKT	0.494202	-1.01815	0.001	0.2	1.48045	-0.679682	1	1.48045	0.2371	0.2421	0.226	12	4	29
GLDN	0.703877	-1.36783	0.001	0.2	3.42049	-5	1	3.42049	0.2379	0.2379	0.2379	22	3	5
RGS6	0.448836	0.922502	0.001	0.2	1.73288	1.39128	1	1.73288	0.238	0.1343	0.1253	39	5	9
SLC3A1	0.499305	1.15942	0.001	0.2	1.79011	0.57345	1	1.79011	0.2393	0.155	0.146	13	3	45
GSR	0.577065	1.22027	0.001	0.2	2.25859	2.36378	1	2.25859	0.2398	0.4896	0.4896	17	3	5
C8orf34	0.580093	1.23057	0.001	0.2	3.09539	5	1	3.09539	0.2405	0.2405	0.2405	57	3	5
RPS6KA2	0.482039	0.940432	0.001	0.2	1.29655	1.07041	1	1.29655	0.2423	0.3227	0.3192	39	8	10
KIAA1586	0.190725	1.19929	0.001	0.2	0.707178	0.386307	1	0.707178	0.246	0.2525	0.2439	1	1	40
CDYL2	0.339253	0.942805	0.001	0.2	0.743332	0.732195	1	0.743332	0.2464	0.3446	0.2856	32	5	12
IQCK	0.529602	-1.49226	0.001	0.2	2.68271	-5	1	2.68271	0.2465	0.1317	0.1317	5	2	5
UBQLN3	0.308877	-1.43805	0.001	0.2	1.18302	-1.45068	1	1.18302	0.2476	0.2476	0.2476	3	1	7
ALDH8A1	0.276366	1.06372	0.001	0.2	0.703279	0.722235	1	0.703279	0.2479	0.3363	0.3018	6	2	11
ZFPM2	0.528123	-0.957394	0.001	0.2	3.50766	-5	1	3.50766	0.2481	0.136	0.136	11	5	8
RBFOX3	0.498495	-2.0062	0.001	0.2	0.492943	5	0.386479	0.509924	0.2484	0.6155	0.4026	22	5	16
CTNNA3	0.749747	0.739187	0.001	0.2	0.429949	0.0669752	1	0.429949	0.2484	0.4313	0.4032	230	17	828
XRRA1	0.344061	-1.30801	0.001	0.2	1.06157	-5	0.536952	0.859864	0.249	0.3803	0.4803	17	3	5
KIAA1324	0.390989	1.23291	0.001	0.2	1.17523	1.56904	1	1.17523	0.2505	0.2505	0.2505	14	2	5
PTPRK	0.561884	-1.08164	0.001	0.2	3.17053	-5	1	3.17053	0.2513	0.2513	0.2513	22	4	5
NPHP4	0.553022	-1.07382	0.001	0.2	3.14414	-5	1	3.14414	0.2517	0.2517	0.2517	12	4	5
CYP24A1	0.530651	1.11299	0.001	0.2	2.06435	1.13357	1	2.06435	0.2518	0.2058	0.2126	12	4	15
ADAMTSL3	0.53137	1.04937	0.001	0.2	3.08207	5	1	3.08207	0.2539	0.2539	0.2539	31	4	5
MGAT4C	0.650235	1.08942	0.001	0.2	1.04183	0.893341	0.788611	1.02556	0.2556	0.3878	0.361	47	9	18
VRK2	0.569616	1.24345	0.001	0.2	1.18492	1.21779	1	1.18492	0.257	0.4358	0.4917	17	5	7
CHD9	0.175426	-1.47309	0.001	0.2	0.00267022	5	0.295306	0.570232	0.2581	0.9938	0.3263	8	2	9
GLI2	0.372722	1.02117	0.001	0.2	0.476839	0.598469	1	0.476839	0.2597	0.4874	0.4042	28	7	11
HBD	0.160823	1.12091	0.001	0.2	0.620974	0.415707	1	0.620974	0.26	0.26	0.26	1	1	31
SLC6A3	0.524936	-0.765669	0.001	0.2	0.390255	-1.20975	0.424158	0.487119	0.2601	0.5066	0.4479	27	11	64
KREMEN1	0.414962	1.33818	0.001	0.2	0.962888	1.17143	1	0.962888	0.2615	0.299	0.1935	23	3	6
C16orf62	0.419377	-1.32299	0.001	0.2	1.29567	-5	0.520765	0.7171	0.2617	0.3202	0.4556	22	3	12
NIPA1	0.186567	1.18897	0.001	0.2	0.704236	0.261162	1	0.704236	0.263	0.2672	0.2345	8	1	88
CHRNA6	0.371239	1.18667	0.001	0.2	1.33369	1.63781	1	1.33369	0.2648	0.2648	0.2648	5	2	5
IQGAP2	0.239786	-0.998997	0.001	0.2	0.646714	-0.604085	1	0.646714	0.2662	0.2078	0.2916	34	2	16
CABS1	0.202301	1.22713	0.001	0.2	0.737653	0.665087	1	0.737653	0.2685	0.2685	0.2685	1	1	14
OPRPN	0.202301	1.22713	0.001	0.2	0.737653	0.665087	1	0.737653	0.2685	0.2685	0.2685	3	1	14
SMR3A	0.202301	1.22713	0.001	0.2	0.737653	0.665087	1	0.737653	0.2685	0.2685	0.2685	1	1	14
SMR3B	0.202301	1.22713	0.001	0.2	0.737653	0.665087	1	0.737653	0.2685	0.2685	0.2685	1	1	14
Sep-14	0.379285	-1.05415	0.001	0.2	0.837927	-0.744232	1	0.837927	0.2686	0.288	0.3405	9	3	14
OR51I1	0.183271	-1.18067	0.001	0.2	0.800547	-1.22007	1	0.800547	0.2697	0.2697	0.2697	1	1	7
OR51I2	0.183271	-1.18067	0.001	0.2	0.800547	-1.22007	1	0.800547	0.2697	0.2697	0.2697	1	1	7
OR51Q1	0.183271	-1.18067	0.001	0.2	0.800547	-1.22007	1	0.800547	0.2697	0.2697	0.2697	1	1	7
PINX1	0.379119	-0.922342	0.001	0.2	1.13954	-0.831478	1	1.13954	0.2726	0.2651	0.2298	22	4	16
IGSF6	0.17589	-1.16166	0.001	0.2	0.681113	-0.318317	1	0.681113	0.2745	0.2501	0.2759	2	1	59
METTL9	0.17589	-1.16166	0.001	0.2	0.681113	-0.318317	1	0.681113	0.2745	0.2501	0.2759	2	1	59
AGPAT5	0.346498	1.1558	0.001	0.2	1.21633	1.5569	1	1.21633	0.2759	0.2759	0.2352	13	2	5
ABCB5	0.342927	0.980571	0.001	0.2	1.48173	1.758	1	1.48173	0.2764	0.2641	0.2507	40	4	6
FAM131C	0.390439	-1.25697	0.001	0.2	2.28424	-5	1	2.28424	0.2765	0.1847	0.1847	2	2	5
GULP1	0.432555	-1.0475	0.001	0.2	1.5727	-5	0.661796	1.35909	0.2768	0.2265	0.251	21	5	7
CCDC38	0.217229	-1.12139	0.001	0.2	0.994282	-1.06034	1	0.994282	0.2768	0.1963	0.1904	25	3	9
ANO2	0.610086	1.04187	0.001	0.2	1.79538	1.11308	1	1.79538	0.2777	0.3528	0.2354	48	8	14
CKMT1A	0.179592	1.17127	0.001	0.2	0.673018	0.627047	1	0.673018	0.2781	0.2781	0.2781	1	1	14
TNFAIP8L1	0.365102	-1.21297	0.001	0.2	1.43429	-1.5566	1	1.43429	0.2798	0.2741	0.2798	3	2	8
ABAT	0.395772	-1.33099	0.001	0.2	1.12872	-5	0.512298	0.506981	0.2809	0.4034	0.3792	26	3	10
"DOCK2,FAM196B"	0.455381	-1.16667	0.001	0.2	2.64871	-5	1	2.64871	0.2815	0.2331	0.2331	14	3	5
RNGTT	0.189462	1.19618	0.001	0.2	0.702799	0.855403	1	0.702799	0.2818	0.2818	0.251	4	1	8
PACSIN2	0.634142	-1.1915	0.001	0.2	1.2537	-2.16912	0.616345	0.587191	0.2824	0.4098	0.5142	155	5	21
SPATA13	0.366482	-0.964783	0.001	0.2	1.48192	-5	0.504033	1.25608	0.2825	0.2233	0.2807	38	7	13
ARHGAP11A	0.412518	1.59922	0.001	0.2	0.622194	5	0.254034	0.672932	0.2827	0.5086	0.4247	5	4	11
SH3BP2	0.362927	-1.17756	0.001	0.2	2.17809	-5	1	2.17809	0.2828	0.1921	0.1921	9	2	5
CADM2	0.542781	-1.47303	0.001	0.2	1.75599	-0.969639	0.524068	1.42675	0.2829	0.1833	0.2009	63	9	45
ARFGAP3	0.17885	-1.01235	0.001	0.2	0.576889	-1.12221	1	0.576889	0.2833	0.2845	0.3484	17	2	7
CYP4F12	0.189774	-1.19695	0.001	0.2	0.842034	-1.2045	1	0.842034	0.2833	0.2833	0.2833	6	1	8
"NBPF10,NBPF19,NBPF20,POLR3C"	0.228712	-1.28633	0.001	0.2	0.870845	-1.01729	1	0.870845	0.2837	0.2837	0.2837	12	1	8
IQGAP1	0.247817	0.821877	0.001	0.2	1.19393	1.68042	1	1.19393	0.2839	0.2839	0.2839	8	4	5
KLF12	0.387056	0.962706	0.001	0.2	1.47767	0.44749	1	1.47767	0.284	0.121	0.0997	30	8	62
STEAP1B	0.364923	1.18067	0.001	0.2	1.27285	1.44206	1	1.27285	0.2855	0.2855	0.2855	4	2	6
PIK3C2G	0.742286	-0.992601	0.001	0.2	2.94567	-1.54057	1	2.94567	0.2873	0.2473	0.2284	79	8	17
GCNT2	0.486328	1.14312	0.001	0.2	0.723479	0.955397	0.540838	0.182331	0.2875	0.3781	0.5999	36	4	118
ISPD	0.688569	-1.09934	0.001	0.2	1.26726	-2.10987	0.484092	0.800859	0.2887	0.37	0.4194	36	9	21
LILRB4	0.162275	1.12495	0.001	0.2	0.625453	0.813768	1	0.625453	0.2894	0.2894	0.2894	4	1	8
ANO10	0.264884	-0.873507	0.001	0.2	1.18807	-1.45766	1	1.18807	0.2905	0.2323	0.1619	9	3	7
ADCY9	0.673659	-1.08575	0.001	0.2	1.016	-2.0758	0.466035	0.86227	0.291	0.3301	0.2691	33	6	140
PDE1C	0.307002	-0.846701	0.001	0.2	0.723484	-0.972336	1	0.723484	0.2964	0.3346	0.3502	47	6	7
TEX101	0.188858	-1.19468	0.001	0.2	0.727934	-0.522774	1	0.727934	0.2975	0.2975	0.2975	2	1	24
CA6	0.271452	1.05081	0.001	0.2	1.11135	1.49671	1	1.11135	0.2989	0.2989	0.2989	8	2	5
C7orf50	0.465792	1.30814	0.001	0.2	0.742586	5	0.322968	0.326443	0.2991	0.4311	0.5844	25	7	13
XIRP2	0.356522	-1.00566	0.001	0.2	2.31093	-5	1	2.31093	0.2994	0.1607	0.1607	31	3	5
CDH4	0.40103	-0.696162	0.001	0.2	1.11606	-1.12504	0.46105	0.874548	0.2999	0.2622	0.2329	125	14	57
BMP5	0.574596	-1.42017	0.001	0.2	1.07277	-5	0.314899	0.062813	0.3015	0.3287	0.7279	83	5	35
ACTR3C	0.330644	-1.19098	0.001	0.2	1.53278	-0.681413	1	1.53278	0.3044	0.1683	0.1512	9	4	30
"UGT1A10,UGT1A4,UGT1A5,UGT1A6,UGT1A7,UGT1A8,UGT1A9"	0.16077	-1.12076	0.001	0.2	0.664854	-0.900186	1	0.664854	0.3055	0.2543	0.1721	6	1	8
ZNF92	0.125876	-1.01415	0.001	0.2	0.513782	-0.149026	1	0.513782	0.3074	0.3074	0.3074	2	1	202
KIF27	0.387815	-1.20973	0.001	0.2	1.63414	-1.61821	1	1.63414	0.3095	0.2624	0.2624	4	2	8
SLC19A3	0.291675	-1.09691	0.001	0.2	1.26037	-1.5203	1	1.26037	0.3109	0.3109	0.3109	18	2	6
ZSCAN5A	0.488164	0.98478	0.001	0.2	0.313204	2.40666	0.358722	0.41602	0.3116	0.5473	0.4795	31	6	38
OTOGL	0.153995	-0.821726	0.001	0.2	0.533147	-0.609642	1	0.533147	0.3136	0.3499	0.3959	13	2	14
GYPE	0.253276	-1.02027	0.001	0.2	1.07485	-0.693582	1	1.07485	0.3137	0.3032	0.3027	2	2	21
NKAIN2	0.320316	0.932616	0.001	0.2	0.257754	2.22756	0.372494	0.00114157	0.3143	0.608	0.9593	123	6	25
PCDH11X	0.249438	-1.06756	0.001	0.2	0.353489	-1.49202	0.353287	0.213916	0.3151	0.3411	0.5325	25	4	105
HEXB	0.439532	1.13264	0.001	0.2	1.20519	5	0.591302	0.0596821	0.3169	0.3615	0.8148	16	4	25
PKNOX2	0.355821	-0.801602	0.001	0.2	0.262925	-1.6409	0.392393	0.491745	0.3192	0.5214	0.3391	18	7	101
ZWINT	0.24295	1.31606	0.001	0.2	0.830707	1.28048	1	0.830707	0.3194	0.1863	0.1858	3	1	5
SLC7A5	0.312173	1.11802	0.001	0.2	1.16709	1.01586	1	1.16709	0.3199	0.2917	0.3145	30	2	10
SKAP1	0.31224	-1.33553	0.001	0.2	0.6882	-0.789768	1	0.6882	0.3202	0.4069	0.3779	8	3	10
DPY19L4	0.246415	-1.00596	0.001	0.2	0.959087	-1.36159	1	0.959087	0.3214	0.3112	0.3112	6	2	6
SLC37A3	0.26713	1.11712	0.001	0.2	0.953231	0.919295	1	0.953231	0.3218	0.3218	0.3218	30	2	10
PLA2G6	0.221129	0.937476	0.001	0.2	0.432617	0.944977	1	0.432617	0.3221	0.6331	0.6331	21	3	5
THSD7B	0.490542	0.847618	0.001	0.2	0.919222	0.471635	1	0.919222	0.3221	0.398	0.3618	103	9	34
MAGI1	0.464665	-1.034	0.001	0.2	1.40887	-5	0.432976	1.2459	0.3234	0.2662	0.3332	51	8	13
SIPA1L3	0.41036	1.02327	0.001	0.2	0.972576	0.860891	1	0.972576	0.3242	0.3817	0.3612	74	7	11
MUTYH	0.308408	-0.850573	0.001	0.2	2.19702	-5	1	2.19702	0.3247	0.271	0.271	18	4	7
RELN	0.301883	-0.911642	0.001	0.2	1.28542	-1.16376	1	1.28542	0.3257	0.3052	0.2831	11	4	10
NAALAD2	0.373924	-1.01293	0.001	0.2	1.5794	-0.82907	1	1.5794	0.327	0.2437	0.2437	5	3	21
GRK4	0.229178	1.28733	0.001	0.2	0.797501	1.23339	1	0.797501	0.3282	0.3282	0.3282	6	1	5
SLC24A4	0.251205	1.70548	0.001	0.2	0.365414	5	0.29404	0.083857	0.3286	0.5453	0.7881	102	3	6
SELP	0.293796	0.84026	0.001	0.2	0.601896	0.395539	1	0.601896	0.3287	0.4417	0.268	8	4	33
AKR1B10	0.263026	-1.12968	0.001	0.2	0.403812	-5	0.394661	0.587532	0.3298	0.5136	0.4063	4	2	14
CHEK2	0.456354	0.876705	0.001	0.2	0.474913	1.97249	0.409029	0.570311	0.3301	0.5816	0.4274	42	8	24
MTHFR	0.0848637	0.914525	0.001	0.2	1.07596	5	0.454804	0.110092	0.3321	0.2274	0.6942	6	2	5
TENM2	0.284687	-0.607579	0.001	0.2	1.17047	-1.07752	1	1.17047	0.3348	0.2497	0.2348	36	10	16
ARID1B	0.375287	-1.12239	0.001	0.2	0.884711	-3.33111	0.459383	0.807471	0.3363	0.3694	0.3071	22	5	8
PKD1L2	0.41427	1.00369	0.001	0.2	0.575893	0.295926	1	0.575893	0.3384	0.4824	0.4372	50	5	56
CLNK	0.426698	1.04125	0.001	0.2	1.23292	0.572043	1	1.23292	0.3388	0.3315	0.2411	18	6	32
EEFSEC	0.387571	0.76606	0.001	0.2	1.09648	0.930321	1	1.09648	0.3394	0.2887	0.3106	45	9	11
OCA2	0.192225	0.837773	0.001	0.2	0.206271	5	0.399588	0.143937	0.3396	0.5282	0.5812	14	3	13
OTOA	0.223455	-0.996113	0.001	0.2	0.948865	-0.302571	1	0.948865	0.3396	0.2922	0.3197	6	2	91
KIAA0319	0.297452	-1.09876	0.001	0.2	1.1322	-5	0.568761	0.386467	0.3404	0.2405	0.5216	21	4	7
SPDYE16	0.105253	0.940689	0.001	0.2	0.438829	0.253462	1	0.438829	0.3411	0.4108	0.4108	1	1	58
FLG	0.222617	1.18651	0.001	0.2	0.356105	5	0.387308	0.0964967	0.3414	0.4494	0.7231	6	2	29
MAGEA1	0.11748	-0.985351	0.001	0.2	0.494458	-0.82899	1	0.494458	0.3416	0.4043	0.3321	1	1	7
AKAP12	0.506743	-0.909767	0.001	0.2	0.607571	-2.25318	0.356724	0.0710566	0.3426	0.3948	0.7525	104	10	179
AQP9	0.455983	-1.10908	0.001	0.2	2.79383	-5	1	2.79383	0.3433	0.164	0.164	15	3	6
FRMD5	0.172841	1.10671	0.001	0.2	0.152411	5	0.345807	0.103479	0.344	0.5867	0.6923	30	2	7
ZNF835	0.233491	0.991584	0.001	0.2	0.982625	0.615735	1	0.982625	0.3441	0.2997	0.2958	2	2	22
ANKRD6	0.228523	0.97916	0.001	0.2	1.00459	1.3626	1	1.00459	0.3447	0.3248	0.3248	15	2	6
MUC16	0.185474	-0.78092	0.001	0.2	1.52898	-5	1	1.52898	0.3456	0.2848	0.2848	11	3	6
CMC2	0.295038	1.59539	0.001	0.2	0.367305	5	0.295488	0.124136	0.3477	0.52	0.8241	20	3	10
GAS7	0.358674	1.16383	0.001	0.2	0.51006	5	0.360329	0.248045	0.3498	0.5722	0.6372	15	4	12
